pattern,count_in_file
Frequency Map (Hash Table),1
Frequency Map + Binary Search or Sliding Window.,1
Frequency Map + Divisibility Check,1
Frequency Map + Greedy Construction,1
Frequency Map + Greedy Sort,1
Frequency Map + Greedy Sorting,1
Frequency Map + Map of Stacks (Grouped by Freq).,1
Frequency Map + Multiples / Divisors,1
Frequency Map + Sorted Greedy,1
Frequency Map + Sorted Unique Elements.,1
Frequency Map / Bitset (Single Pass),1
Frequency Map / Bottleneck Analysis,1
Frequency Map / Bucket Sort,1
Frequency Map / Counting Sort,1
Frequency Map / Hash Table,2
Frequency Map / Index Array,1
Frequency Map Compression (Maximum Requirements),1
Frequency Map or Sort + Two Pointers,1
Frequency Map over Range (Visualizing a large array tracking every possible integer value).,1
Frequency Map Ratio,1
Frequency Mapping (Coordinate Transformation),1
Frequency Mapping + Greedy Pairing + Min-Cost Observation.,1
Frequency Mapping by Index Parity,1
Frequency Maps + Character Set Comparison,1
Frequency Maps / Discrepancy Counting. (Compare counts of what you have vs. what you need).,1
Frequency of Frequencies (Count Map),1
Frequency Sorting + Sliding Threshold,1
"Frequency Tracking with Contribution Counting. For each element, mathematically calculate how many subarrays it serves as the mode.",1
Frequency-Based Math.,1
Frobenius Coin Problem (Math),1
FULL OUTER JOIN (or UNION of LEFT JOINs),1
Function with Local Variable Offset (N-1) and LIMIT .,1
Function.prototype.apply / Symbol Key,1
Functional Graph Decomposition (Cycles & Tails),1
Game Theory (Minimax) + 3D Memoization (Topological Sort from End States).,1
Game Theory (Sprague-Grundy/Nim) & Modulo Math Pattern,1
Gaps and Islands (Row Number Difference),2
Gaps and Islands (SQL Window Functions) / Sequence Hashing.,1
Gauss' Sum Formula OR XOR Gates,1
GCD + Factor Counting,1
GCD + Sorting,1
Generators (`yield`),1
Geometry / Gradient Descent (or Weiszfeld's),1
Geometry Math (Column-based Calculation).,1
Global Bounding Box Scan,1
Global State Buffer (Persistent Pointer/Counter).,1
Global Sum Maintenance (Delta Tracking),1
Graph (Functional Graph / Cycle Detection + Topological Sort).,1
Graph (Prim's or Kruskal's MST),1
Graph + BFS/DFS or Disjoint Set Union (DSU) with Weights,1
Graph / DFS with Simultaneous Verification,1
Graph / Dijkstra's (Max-Heap),1
Graph Adjacency List + Degree Finding + DFS/Linear Traversal.,1
Graph BFS / DFS with Visited Array,1
Graph Coloring (3-Color DFS) OR Kahn's Algorithm (Topological Sort on reversed edges).,1
Graph Coloring (BFS/DFS),1
Graph Coloring (Bipartite Graph Check).,1
Graph Connectivity (BFS/DFS or Union-Find),1
Graph connectivity (Union Find / BFS on Circles),1
Graph Connectivity (Unique Source Tracking),1
Graph Conversion (Parent Pointers) + BFS.,1
Graph Conversion + BFS,1
Graph Cycle Decomposition,1
Graph Cycles + Median Math,1
Graph Degree Analysis + BFS,1
Graph Degree Counting (Array-based Frequency Map).,1
Graph Degree Logic (Out-degree vs In-degree) / Slot Counting,1
Graph In-Degree Count + BFS/DFS,1
Graph In-Degree Counting / Row Sum Optimization,1
Graph Precomputation (Anchored Weights) / Component Ratios.,1
Graph Reachability / SCC (Tarjan's),1
Graph Theory (Articulation Points / 2-Day Rule),1
"Graph Theory (Degree counting). Odd-degree nodes must total 0, 2, or 4. Check specific adjacency rules.",1
Graph Theory (In-Degree Zero),1
Graph Theory (Out-degree & Cycles),1
Graph Theory (Topological Sort),1
Graph Theory / Degree Sorting (Constructive).,1
Graph Traversal (BFS or DFS) with Visited Set.,1
Graph Traversal (BFS) / Collaborative Filtering with Inverted Index.,1
Graph Traversal (DFS/BFS) + Reachability,1
Graph Traversal (Directed Graph) + BFS/DFS.,1
Graph Tree Diameter (2-Pass BFS/DFS),1
Gray Code Generation + Bitwise XOR,1
Gray Code Reversal / Bit Manipulation,1
Greatest Common Divisor (GCD),1
Greatest Common Divisor (GCD) Filter,1
Greatest Common Divisor (GCD) of the displacements. Find the distance each element needs to move and find the GCD of all those distances.,1
"Greedy ""Flip-and-Carry"" or Difference Array. Start from the left; if the current bit doesn't match the target, flip the remainder of the string.",1
"Greedy ""Largest to Back""",1
"Greedy ""Unbalanced"" Counter",1
Greedy (Adjacent Pair Checking),1
Greedy (Adjacent Zero-Segment Merging). O(N),1
Greedy (Always pick two largest) or Math.,1
Greedy (BFS-Style Window),1
Greedy (Bit Manipulation),1
Greedy (Complementary Minimum Tracking). O(N),1
Greedy (Count Even Numbers),1
Greedy (Dual Sorting),1
Greedy (Extreme Finding),1
Greedy (Fill from Back),1
Greedy (First Mismatch).,1
Greedy (Heavy-Letter Priority),1
Greedy (Huffman Coding / Min-Heap),1
Greedy (Independent Max Gaps),1
Greedy (Interval Scheduling / Jump Game logic).,1
Greedy (Interval Sorting),1
Greedy (Kruskal's) or Tree DP (if constrained).,1
Greedy (Last Occurrence Map),1
Greedy (Math-based Calculation).,1
Greedy (Max Reach),1
Greedy (Maximum Digit),1
Greedy (Min-Heap / Sorting),1
Greedy (Min/Max Balance Tracking).,1
Greedy (modulo matches) + DP with Bitmask / Memoization for remainders.,1
Greedy (Monotonic Suffix Max),1
Greedy (One-Pass Peak-Valley Counting),1
Greedy (Pairs Comparison),1
Greedy (Priority Queue / BFS) or Binary Search + DFS.,1
Greedy (Right-to-Left Scan).,1
Greedy (Right-to-Left Traversal),1
Greedy (Right-to-Left),1
Greedy (Right-to-Left) + Math Division,1
"Greedy (Rightward free, Leftward paid).",1
Greedy (Running Offset),1
Greedy (Skipping Alternate Stones),1
Greedy (Smallest Even Strategy).,1
Greedy (Sort + Boundary Cap),1
Greedy (Sort and Gap-Check).,1
Greedy (Sort by Difference),1
Greedy (Sort by End Time) Sort intervals by their end times. Always pick the one that ends earliest to leave maximum room for others.,1
Greedy (Sort by End Time).,1
Greedy (Sort by End) Sort balloons by their end coordinates. Shoot one arrow at the end of the first balloon; skip all that overlap.,1
Greedy (Sort Neighbors per Node),1
Greedy (Sorting + Linear Grouping),1
Greedy (Sorting + Prefix Sums),1
Greedy (Sorting by Combined Value),1
Greedy (Sorting by Fractional Part).,1
Greedy (Sorting by Opportunity Cost).,1
Greedy (Sorting),1
Greedy (Sorting).,4
Greedy (Sum of Unique Positive Numbers). O(N),1
Greedy (Target Candidates).,1
Greedy (Two Pointers / Multi-Pass).,1
Greedy (Two Pointers).,1
Greedy (Two Scenarios),1
Greedy (Two Scenarios: Even vs Odd indices),1
Greedy (Two-Candidate Check).,1
Greedy (Two-Pass Scanning).,1
Greedy (Work Backwards from Target).,1
Greedy + Arithmetic Progression,1
Greedy + Backtracking + Prime Factorization,1
Greedy + Bitmask (or HashSet),1
"Greedy + Case Analysis Categorize by length: <6 (Insert), 6-20 (Replace), >20 (Delete then Replace). Priority on deleting from repeating triplets.",1
Greedy + Coordinate Modulo Counting,1
Greedy + Counting / Bucket Sort,1
Greedy + Decay Offset,1
Greedy + Delta Sorting (or Simple DP),1
Greedy + Fenwick Tree / Segment Tree,1
Greedy + Frequency Array (Counting Sort).,1
Greedy + Frequency Counting (Bucket Sort).,1
Greedy + Frequency Fill (Even/Odd Interleaving).,1
Greedy + Frequency Sorting / Hash Set,1
Greedy + Greedy with Binary Search (TreeSet),1
Greedy + Max-Heap + Difference Array,1
Greedy + Min-Heap (Bounded Priority Queue),1
Greedy + Min-Heap (Priority Queue),2
Greedy + Monotonic Stack + Frequency Counting.,1
Greedy + Priority Queue (Min-Heap of negative values),1
Greedy + Remainder DP,1
Greedy + Set Intersection (Filtering Friendships).,1
Greedy + Sorting,2
Greedy + Sorting (Two-Pointer logic),1
Greedy + Sorting.,3
Greedy + Stack (Two Passes).,1
Greedy + Stack + Suffix Minimums,1
Greedy + Suffix Matching Precomputation,1
Greedy + Two Pointers (Rolling Hash),1
Greedy / Array Math,1
Greedy / Bit Manipulation,1
Greedy / Bubble Sort Logic,1
Greedy / Bucketing by Remainder,1
Greedy / Case Analysis.,1
Greedy / Cycle Counting with Costs.,1
Greedy / Cycle Decomposition (DSU),1
Greedy / Event Simulation (State tracking).,1
Greedy / Fixed Window Flip,1
Greedy / Frequency Counting,1
Greedy / Independent Sorting,1
Greedy / Last-Position Tracking.,1
Greedy / Linear Scan,2
Greedy / Majority Element,1
Greedy / Math (Reverse Operations),1
Greedy / Math (Zero Counting).,1
Greedy / Math Accumulator,1
Greedy / Math Analysis,1
Greedy / Math Observation,1
Greedy / Math-based Cycle Counting,1
Greedy / One-Pass Simulation,1
Greedy / One-Pass State Machine,1
Greedy / Parity based on Depth,1
Greedy / Parity Counting,1
Greedy / Post-Order DP (State Signaling),1
Greedy / Prefix Counters,1
Greedy / Preprocessing,1
Greedy / Relative Order Tracking,1
Greedy / Running Balance Counter,1
Greedy / Running GCD,1
Greedy / Set Intersection,1
Greedy / Simulation (Peak Tracking),1
Greedy / Single-Source Shortest Path (Dijkstra) or Prefix Min.,1
Greedy / Sorting,2
Greedy / Sorting Mirror Elements,1
Greedy / Stack Logic (Counter),1
Greedy / State-Flip Parity,1
Greedy / Two Pointers,1
Greedy / Two Pointers / Preprocessing,1
Greedy / Virtual Deletion,1
Greedy Absolute Displacement,1
Greedy Accumulation (Target Sum Matching).,1
Greedy Accumulation / Prefix Sum tracking.,1
Greedy Algorithm (Coin Change variation),1
Greedy Algorithm (Pointer Jumping),1
Greedy Algorithm (Price-per-Weight Ratio).,1
"Greedy Algorithm (Rearrangement Inequality): Sort one ascending, one descending.",1
Greedy Algorithm (Summing Positive Slopes).,1
Greedy Algorithm + Sorting,1
Greedy Algorithm + Sorting.,1
"Greedy Algorithm + Sorting. Sort the array. To maximize medians, pair the largest available, the *next* largest (the median), and the smallest available.",1
Greedy Algorithm / Single Pass Array Scan.,1
"Greedy Algorithm / Sorting. Match the longest land rides with the shortest water rides (or vice versa, depending on exact problem constraints) to minimize the maximum bottleneck.",1
Greedy Algorithm / String Parsing with continuous accumulation.,1
"Greedy Algorithm with a Max-Priority Queue. At any step, activate the item that provides the highest immediate gain/value based on current state.",1
"Greedy algorithm with a Queue or Monotonic Stack, focusing on the nearest available character that satisfies the activation rule.",1
Greedy Alternation,1
"Greedy Analysis of Parity. An alternating sum is (EvenSum - OddSum) . Swapping only helps if you move a large number from an ""Odd"" (negative) position to an ""Even"" (positive) position.",1
Greedy AND-Reset Logic,1
Greedy Array Compression,1
Greedy Array Processing (Jump Game II Pattern),1
Greedy Assignment + Frequency Sorting,1
Greedy Assignment + Hash Map of Max-Heaps + Special Worker Greedy choice. O((N+M) log M),1
Greedy Billing (Counter-based).,1
Greedy Bit Alignment,1
Greedy Bit Construction,1
Greedy Bit Manipulation (Low-bit Analysis).,1
Greedy Bit Manipulation (Trailing Zeros),1
Greedy Bit Manipulation + Min-Priority Queue (or Frequency Array),1
Greedy Bit-by-Bit Construction (from MSB to LSB). Check if a partition can satisfy the current bit mask using a linear scan.,1
Greedy Bit-Construction + Trie.,1
Greedy Bitwise Construction (MSB to LSB).,1
Greedy Bitwise Masking (MSB to LSB),1
Greedy Block Counting (Run-Length),1
Greedy Boundary Detection (Top-Left to Bottom-Right),1
Greedy Candidate Maintenance (Two-Variable Sweep),1
Greedy Case-Based Logic.,2
Greedy Chunking (Math),1
Greedy Coloring.,1
Greedy Column-wise Scan,1
Greedy Comparison (2 Target States).,1
Greedy Component Rounding,1
Greedy Constraint Matching,1
Greedy Constructive Construction.,1
Greedy Coordinate Accumulation (Math),1
"Greedy Counting (Compare with two possible targets: ""0101..."" and ""1010..."").",1
Greedy Counting + Sorting lengths,1
Greedy Counting / Cumulative Sum,1
Greedy Counting / Frequency Analysis,1
Greedy Degree-Based Assignment,1
Greedy Difference Tracking + Parity Check.,1
Greedy Digit Allocation,1
Greedy Digit Manipulation,1
Greedy Digit Substitution,1
Greedy Distance Calculation (Total Distance - Max Saving).,1
Greedy DP + Prefix Sums + Monotonic Queue,1
Greedy Elimination (Two Pointers),1
Greedy Extremes Check,1
Greedy Factorization (Divisors 9 down to 2).,1
Greedy Filtering (One Pass).,1
Greedy First-Digit Replacement.,1
Greedy Frequency Counting + Min-Heap,1
Greedy Frequency Distribution. Sort elements by frequency. Place the most frequent elements into different groups first.,1
Greedy Frequency Sorting,1
Greedy Frequency Sorting + Combinatorics,1
Greedy Game State Simulation (Two Pointers),1
Greedy Gap Filling / Pigeonhole Principle,1
Greedy Grouping (HashMap),1
Greedy Half-Scan Mutation,1
Greedy Hash Map / Frequency Array,1
Greedy Interval Scheduling (Earliest Deadline First).,1
Greedy Interval Scheduling (End-Point Prioritization).,1
Greedy Left-to-Right / Math,1
Greedy Left-to-Right Minimization / Two Pointers,1
Greedy Linear Scan,1
Greedy Local Correction.,1
Greedy Math (Arithmetic Progression),1
Greedy Math (Integer Break logic) + Fast Modular Exponentiation.,1
Greedy Math (Single Pass).,1
Greedy Math + Case Analysis,1
Greedy Math / Frequency Map,1
Greedy Math / Max Priority Queue,1
Greedy Math / Modulo Arithmetic,1
Greedy Math / Total Sum,1
Greedy Mathematical Balancing,1
Greedy Matrix Allocation,1
Greedy Min/Max Tracking.,1
Greedy Modular Distance,1
Greedy One-Pass,1
Greedy One-Pass (The Total Net Gain Rule).,1
Greedy One-Pass Comparison,1
Greedy Overlap Selection.,1
Greedy Pairing + Modular Exponentiation,1
"Greedy Palindrome Generation Start from the largest possible palindrome (e.g., 999999) and work downwards. For each, check if it has two n-digit factors.",1
Greedy Parity Construction,1
Greedy Parity Property,1
Greedy Peak Finding (Single Element Identifier).,1
Greedy Pointer / Linear Jump,1
Greedy Pointer Matching.,1
Greedy Positional Logic.,1
Greedy Positioning (Two-Target Comparison).,1
Greedy Pre-reversal + Optimized Split Scan.,1
Greedy Prefix Matching,1
Greedy Prefix Maximum Tracking (O(N x M)).,1
Greedy Preorder Simulation,1
Greedy Prime Factorization (Reverse Digits),1
Greedy Property (Row Head + Column Max).,1
Greedy Quadrant Invariance. O(N),1
Greedy Range Expansion,1
Greedy Range Extension (Patching),1
Greedy Range Removal (Set/Segment Tree),1
Greedy Reverse Engineering (Work Backwards),1
Greedy Reverse Matching (Work Backwards),1
Greedy Selection (Math/Sorting),1
Greedy Selection + Boolean Array/Set,1
Greedy Selection + Difference Array / Sorting.,1
Greedy Selection + Hash Set Lookup.,1
Greedy Selection + Hash Sets,1
Greedy Selection + Smallest-Odd/Even Swap,1
Greedy Selection on Sorted Array. O(N log N),1
Greedy Selection with Math Constraints,1
Greedy Set Partitioning,1
Greedy Simulation,1
Greedy Simulation (Two Cases),1
Greedy Simulation (While Loop),1
Greedy Simulation with BFS/DFS,1
Greedy Single Pass / State Machine,1
Greedy Single Pass with Hash Set.,1
Greedy Single-Pass / Max-Tracker.,1
Greedy Sliding Window,1
Greedy Sorting (Descending Order).,1
Greedy Sorting (Largest Cost First),1
Greedy Sorting (Smith's Rule),1
Greedy Sorting + Last Digit Swap,1
Greedy Sorting + Stack-based Substitution,1
"Greedy Sorting / Hash Map counting. Pair cards based on their first and second letters to maximize your ""counter-plays"".",1
Greedy Sorting / Two Pointers,1
Greedy Sorting Alignment,1
"Greedy Sorting by ""Time-to-Arrival""",1
Greedy Sorting.,1
Greedy Sorting. Sort the array descending and pick the largest values until you hit the K distinct limit.,1
Greedy Stack (Simulation).,1
Greedy Strategy,1
Greedy Strategy (Tian Ji's Horse Racing).,1
Greedy Strategy + Sorting.,1
Greedy Strategy: Earliest Deadline First (EDF) or Shortest Processing Time (SPT).,1
"Greedy String Matching (Split by wildcard, search Prefix then Suffix). (O(N))",1
Greedy String Mutation (Right-to-Left),1
Greedy Subtraction,1
Greedy Subtraction (Coin Change),1
Greedy Sum Matching,1
Greedy Summation / Math,1
Greedy Swapping / Parity-Based Reordering. O(N),1
Greedy Tally + Remainder Math,1
Greedy Template Filling + Contradiction Check (KMP/Suffix). O(n · m),1
Greedy Time Calculation (Hash Map),1
Greedy Traversal (Right-to-Left) + Smallest Prime Factor (SPF),1
Greedy Traversal / Peak Finder,1
Greedy Two-Pointer Placement,1
Greedy Virtual Deletion (Two Pointers),1
Greedy with Difference Array / Sliding Window,1
Greedy with Frequency & Vacancy Maps.,1
Greedy with Frequency Maps or Dynamic Programming. Count the excess of each item type and discard only the necessary surplus.,1
Greedy with Max-Heap (Priority Queue).,1
Greedy with Max-Priority Queue.,1
Greedy with Min-Heap (Priority Queue).,1
Greedy with Modular Arithmetic,1
Greedy with Priority Queue (Max-Heap),1
"Greedy with Set Cover or Bitmask DP (if dimensions are small). Focus on covering the ""bottleneck"" (uncovered cells with the fewest neighbors).",1
Greedy with Sortedness Tracking,1
Greedy with Suffix Comparison.,1
Greedy Word Packing + Round Robin Spacing,1
Greedy Zero-ing (Place Value Increment),1
Grid Expansion + DFS/BFS (or Union-Find),1
Grid Partitioning + Bounding Box,1
Group By + Aggregate COUNT(DISTINCT),1
Group By + Aggregate Ratio + Order By.,1
GROUP BY + Aggregation (SUM),1
Group By + CASE WHEN + ROUND,1
GROUP BY + COUNT,1
GROUP BY + COUNT(DISTINCT),2
GROUP BY + COUNT(DISTINCT) + AVG,1
GROUP BY + DATE_FORMAT,1
GROUP BY + DATEDIFF / BETWEEN,1
GROUP BY + GROUP_CONCAT / STRING_AGG,1
Group By + Having (Conditional Sums).,1
Group By + Having (Min/Max Dates).,1
Group By + Having (Set Membership),1
Group By + Having (Subquery Max).,2
Group By + Having Clause.,2
Group By + Having Count (Distinct).,1
Group By + Having Count Clause,1
GROUP BY + HAVING COUNT(),1
GROUP BY + HAVING COUNT(DISTINCT),1
Group By + Having.,1
GROUP BY + MAX() + EXTRACT/LIKE/YEAR().,1
Group By + Order By Count + Limit 1.,1
Group By + Scalar Subquery / Cross Join,1
GROUP BY + SUM(CASE WHEN),1
Group By / Sort by ID & Date + Linear Scan. O(N log N),1
Group by First Letter + Venn Diagram Intersection,1
Group by Length/Last Char + Trie for Longest Common Prefix (LCP).,1
GROUP BY with HAVING COUNT(*) > 1 .,1
Group By.,1
Group Consecutive Counts.,1
Group line segments by slope using a Hash Map. A trapezoid is formed by picking 2 segments with the same slope (bases) and ensuring they don't share points.,1
Grouping + `COUNT(DISTINCT)` with `HAVING`,1
Grouping + Sliding Window/Case Analysis,1
Grouping by Vowel Count + Reverse Pointers,1
Hamiltonian Path (Backtracking + Pruning),1
Hash Aggregation / Index Join,1
Hash Anti-Join (LEFT JOIN + IS NULL),1
Hash Join / Hash Map Filtering,1
Hash Map (Aggregate & Track Max),1
Hash Map (Counter) + Custom Stable Sort.,1
Hash Map (Counting) + Hash Set (Uniqueness),1
Hash Map (Dictionary) for O(1) Access.,1
Hash Map (Dictionary) for O(1) CRUD.,1
Hash Map (First Word Mapping),1
Hash Map (First/Last/Count).,1
Hash Map (Frequency Count) / Single Pass,1
Hash Map (Frequency Counter) + Second Pass,1
Hash Map (Frequency Counter) with GCD reduction for fractions,1
Hash Map (Frequency Counting),1
Hash Map (Frequency Counting) + Math Combinatorics.,1
Hash Map (Frequency Counting).,1
Hash Map (Frequency Map) + Two Sum variant for 22 static targets.,1
Hash Map (Frequency) + String Prefix/Suffix Splitting,1
"Hash Map (ID to Rank) or Tuple Sorting. Store (Time, ID) pairs and sort them directly.",1
Hash Map (Inventory Counter).,1
Hash Map (Meet-in-the-Middle logic),1
Hash Map (Meet-in-the-Middle) Calculate all A+B and store in a Map `sum: count`. Then iterate C+D and check for -(C+D) in the Map.,1
Hash Map (Object Literal) Accumulator,1
Hash Map (One Pass),1
Hash Map (Parent Pointer) + Set Intersection,1
Hash Map (Piece-Start Mapping),1
Hash Map (Remainder Frequency),1
Hash Map (Sorted Key / Char Count),1
Hash Map (Sparse Storage) + Direct Formula Parsing. O(1) set / O(L) get.,1
Hash Map (Stringified Rows),1
Hash Map (Timestamp -> Price) + Two Heaps (or TreeMap),1
Hash Map (User to Task-List) + Sorting/Filtering.,1
Hash Map (Val -> Node) + Set (Child Tracking).,1
Hash Map (Value rightarrow Frequency Count).,1
Hash Map + Balanced BST (or TreeMap/SortedSet),1
Hash Map + Bitmask (Sparse Row Processing),1
Hash Map + clearTimeout,1
Hash Map + Custom Comparator Sorting,1
Hash Map + DFS/BFS.,1
Hash Map + Digit Perturbation,1
Hash Map + Doubly Linked List (DLL).,1
Hash Map + Doubly Linked List of Buckets Map strings to nodes. Nodes are buckets of strings with the same count. Buckets are linked in order of count.,1
Hash Map + Frequency Counters,1
Hash Map + Grouping (Run-Length Encoding),1
"Hash Map + Linked List of DLLs Map keys to nodes. Have a second ""Frequency Map"" that points to a Doubly Linked List of all keys with that frequency.",1
Hash Map + Max-Heap (Priority Queue) with Lazy Deletion.,1
Hash Map + Max-Heap/SortedList with Lazy Deletion. (O(log N)),1
Hash Map + Max-Priority Queue (Lazy Removal),1
Hash Map + Min-Heap (for ID reuse),1
Hash Map + Min-Heap (size K).,1
Hash Map + Prefix Sum,1
Hash Map + Result Linked List Construction,1
Hash Map + Sieve of Eratosthenes.,1
Hash Map + Target XOR Decomposition,1
Hash Map + Word Split,1
Hash Map / Array Grouping by Max Digit,1
Hash Map / Array Substitution Cipher,1
Hash Map / Chunk Frequency,1
Hash Map / Combinatorics,1
Hash Map / Dictionary Counting,1
Hash Map / Fixed Array (First Occurrence),1
Hash Map / Frequency Array,2
Hash Map / Frequency Array (Modulo Arithmetic).,1
Hash Map / Frequency Array Count char frequencies. Add all even counts. Add (odd-1) for odd counts. Add 1 if any odd exists.,1
Hash Map / Frequency Array.,1
Hash Map / Frequency Count (Modulo Arithmetic).,1
Hash Map / Frequency Counting,2
Hash Map / Frequency Indexing,1
Hash Map Adjacency List + BFS/DFS.,1
Hash Map Aggregation,1
"Hash Map Aggregation / Group By (if SQL). Accumulate counts in a single pass, then compare against the precomputed average.",1
Hash Map Aggregation / Sorting by User,1
Hash Map Aggregation / SQL Group By with HAVING clause. Compute statistics for all books in one pass.,1
Hash Map Aggregation / SQL-style GroupBy.,1
Hash Map Binding / Array of Objects + Sort,1
Hash Map Count + Sentinel Node.,1
Hash Map Counting (Frequency of Arrays),1
Hash Map Counting + Single-Pass Max Tracking.,1
Hash Map for Index Lookup.,1
Hash Map for List A (Value -> Index). Scan List B and look up values in the Map in O(1).,1
Hash Map for lookups + Single Pass StringBuilder.,1
"Hash Map for O(1) inorder index lookup + Recursive DFS (Process postorder backwards: Root, Right, Left).",1
Hash Map for O(1) inorder index lookup + Recursive DFS.,1
Hash Map for Row Patterns.,1
Hash Map for Slopes (per starting point).,1
Hash Map Frequencies + Greedy Math Downward Search,1
Hash Map Frequencies + Mathematical Chaining,1
Hash Map Frequency + Sorting,1
Hash Map Frequency Counting,1
Hash Map Frequency Tracking.,1
Hash Map grouping (Content -> List of Paths).,1
Hash Map Grouping + Circular Maximum Gap Calculation,1
Hash Map Grouping + Single Pass Validation.,1
Hash Map Grouping + Sort & Sweep.,1
Hash Map Grouping + Sorting,1
Hash Map Grouping by `Row + Col`,1
Hash Map Indexing,1
Hash Map mapping User ID to a Hash Set of minutes.,1
"Hash Map of Bitmasks. For each unique bitmask, store the maximum integer found. Then compare all pairs of bitmasks.",1
"Hash Map of Distances For each point i, calculate distances to all other points j. Store counts in a Map `dist: count`. Result is sum count x (count - 1).",1
Hash Map of Edge Frequencies.,1
Hash Map of Hash Maps & Tree Sets,1
Hash Map of Hash Sets. O(N),1
Hash Map of Indices + Sliding Window,1
Hash Map of Lists (Greedy Accumulation),1
Hash Map of Lists (Indexed Access),1
Hash Map of Lists + Sorting + Sliding Window (Size 3),1
Hash Map of Max Values,1
Hash Map of Sets (Callback Registry),1
Hash Map of Sorted Indices + Binary Search,1
Hash Map of Sorted Sets (TreeMap),1
Hash Map Point Frequencies + Diagonal Anchoring,1
Hash Map Pre-processing,1
Hash Map Pre-processing + Two Pointers,1
Hash Map Remapping (Virtual Array),1
Hash Map Root Lookup + DFS Validation,1
Hash Map State Tracking + DFS Pruning,1
Hash Map Traversal / Parent-Child Mapping.,1
Hash Map with Canonical Form Key,1
Hash Map with Expiration Timestamps,1
Hash Map with Index Lists / Sliding Window of Size 3,1
Hash Map with Math Ratio (GCD) and Middle-element Fixing (O(N^2)).,1
Hash Map with Random Base62 Encoding.,1
Hash Map with Size-3 Deque (Sliding Window of Indices),1
Hash Map with Suffix Tracking,1
Hash Map with Tuple Keys / Bitsets,1
Hash Set (Backward Scan),1
Hash Set (Coordinate Encoding).,1
Hash Set (Impossible Value Filtering).,1
Hash Set (Intelligent Starting Points).,1
Hash Set (Seen Filter),1
Hash Set (Single Pass),2
Hash Set (Target Difference math).,1
Hash Set + Extremity Midpoint,1
Hash Set + Greedy Growth,1
Hash Set + Min/Max Math (No Sorting),1
Hash Set + Pre-processing.,1
Hash Set + Single BFS/DFS,1
Hash Set + While Loop,1
Hash Set / Bitmask + Math.min,1
Hash Set / Bitmasking,1
Hash Set / Boolean Array,1
Hash Set / Boolean Array (Bitmask),1
Hash Set / Boolean Array Lookup,1
Hash Set / Boolean Arrays,1
Hash Set / Boolean Lookahead,1
Hash Set / Direct Indexing,1
Hash Set / Frequency Counting,1
Hash Set / Sorting + Binary Search.,1
Hash Set / Two Pointers (after Sort),1
"Hash Set Aggregation. For each customer, collect `transaction_month` into a Set. Filter customers where `Set.size == 12`.",1
Hash Set for O(1) word lookup + Custom Comparator Sorting (or Min-Heap for top K selection).,1
Hash Set Intersection (Difference Checking),1
Hash Set Lookup,1
Hash Set Lookup + Single Pass Traversal.,1
Hash Set Lookup / Single Pass Tokenization.,1
Hash Set Lookups,1
Hash Set of Pair Strings,1
Hash Set of Visited Points,1
Hash Set or Boolean Array Check,1
Hash Set or Boolean Frequency Array.,1
Hash Set Validation (or Boolean Array Tracking).,1
Hash Set.,1
Hash Sets / Set Difference,1
Hash Table + Alphabetical Sorting,1
Hash Table / Array Mapping (Single Pass),1
Hashing / Rolling Hash,1
HashMap + Dynamic Array (Swap with Last),1
HashMap + Sorted List (Binary Search),1
HashMap of Sets + Dynamic Array,1
HashMaps for Line Counting,1
HashSet + Dummy Node 1-Pass,1
HashSet Lookup,1
"Havel-Hakimi Algorithm. Sort the degree sequence, then repeatedly ""consume"" the highest degree by connecting it to the next highest degrees.",1
Head Re-linking (Two-Pointer Shift),1
"Heap Allocation Churn (Visualizing the heap filling with intermediate string fragments: ""a"", ""aa"", ""aaa""...).",1
Heap Allocation Overload (Visualize multiple intermediate string objects piling up in memory due to immutable string slicing).,1
Heap Array Allocation (Visualizing thousands of string objects being stored simultaneously).,1
Heap Fragment Memory (Visualizing thousands of temporary string objects created during slicing).,1
Heap memory allocation map (Drawing separate object allocations in memory for every closure context created).,1
Hierholzer's Algorithm (Eulerian Path via DFS),1
Hierholzer’s Algorithm (Eulerian Path),2
Higher-Order Function (Factory),1
History Tracking (Binary Search on Versions),1
Horizontal Shrinking,1
"Horner's Method for Polynomial Evaluation. Process the string character by character, multiplying the current result by the base and adding the new digit.",1
Implicit Treap (Randomized Binary Search Tree) / Splay Tree with Lazy Propagation.,1
IN Clause with Multi-Column Key,1
In-Degree Accumulator (Array),1
In-order DFS + Two-Pointer Merge,1
In-Order DFS Traversal with Level Grouping.,1
In-Order Flattening + Midpoint Reconstruction,1
In-Order Traversal (natively sorted) + Track `prev` Node.,1
In-Order Traversal (Sorted Property),1
In-order Traversal + Binary Search (Sorted Array),1
In-order Traversal with In-place Re-linking.,1
"In-Place ""Leapfrog"" Reversal",1
In-place array mutations (Unnecessary write operations to memory).,1
In-place Array Mutations (Visualizing the CPU repeatedly writing to memory for every range update).,1
In-place Array Transformation.,1
In-Place Encoding (Math / Modulo),1
In-Place Extraction + Sorting.,1
In-Place Group Iteration & Re-linking,1
In-Place In-order Maintain a `first` and `last` pointer. Connect `last.right = current` and `current.left = last` during traversal.,1
In-Place Iterative Reduction,1
In-Place Link Manipulation,1
"In-place Marking For each number x, go to index |x|-1 and flip the value to negative. If already negative, it's a duplicate.",1
